game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code,game and play
1901_05_TeamLI_TeamA3,6,NA,6,160705,3,2,1901_05_TeamLI_TeamA36
1901_05_TeamLI_TeamA3,6,NA,6,161005,0,5,1901_05_TeamLI_TeamA36
1901_05_TeamLI_TeamA3,8,NA,8,203855,1,6,1901_05_TeamLI_TeamA38
1901_05_TeamLI_TeamA3,8,NA,8,204405,3,2,1901_05_TeamLI_TeamA38
1901_05_TeamLI_TeamA3,8,NA,8,204555,0,5,1901_05_TeamLI_TeamA38
1901_05_TeamLI_TeamA3,30,NA,30,911005,1,6,1901_05_TeamLI_TeamA330
1901_05_TeamLI_TeamA3,30,NA,30,911505,3,2,1901_05_TeamLI_TeamA330
1901_05_TeamLI_TeamA3,30,NA,30,911655,0,5,1901_05_TeamLI_TeamA330
1901_05_TeamLI_TeamA3,32,NA,32,953105,1,6,1901_05_TeamLI_TeamA332
1901_05_TeamLI_TeamA3,32,NA,32,953655,3,2,1901_05_TeamLI_TeamA332
1901_05_TeamLI_TeamA3,32,NA,32,953655,0,5,1901_05_TeamLI_TeamA332
1901_05_TeamLI_TeamA3,33,NA,33,982405,1,6,1901_05_TeamLI_TeamA333
1901_05_TeamLI_TeamA3,33,NA,33,983005,3,2,1901_05_TeamLI_TeamA333
1901_05_TeamLI_TeamA3,33,NA,33,983055,0,5,1901_05_TeamLI_TeamA333
1901_05_TeamLI_TeamA3,99,NA,99,3076103,1,6,1901_05_TeamLI_TeamA399
1901_05_TeamLI_TeamA3,99,NA,99,3076653,3,9,1901_05_TeamLI_TeamA399
1901_05_TeamLI_TeamA3,99,NA,99,3077553,255,10,1901_05_TeamLI_TeamA399
1901_05_TeamLI_TeamA3,99,NA,99,3081853,9,2,1901_05_TeamLI_TeamA399
1901_05_TeamLI_TeamA3,99,NA,99,3083203,9,3,1901_05_TeamLI_TeamA399
1901_05_TeamLI_TeamA3,99,NA,99,3085503,6,2,1901_05_TeamLI_TeamA399
1901_05_TeamLI_TeamA3,99,NA,99,3086003,0,5,1901_05_TeamLI_TeamA399
1901_06_TeamLI_TeamA3,205,NA,208,7415527,1,6,1901_06_TeamLI_TeamA3205
1901_06_TeamLI_TeamA3,205,NA,208,7416227,0,5,1901_06_TeamLI_TeamA3205
1901_06_TeamLI_TeamA3,205,NA,208,7416227,3,2,1901_06_TeamLI_TeamA3205
1901_07_TeamLK_TeamB,150,NA,152,5432699,1,6,1901_07_TeamLK_TeamB150
1901_07_TeamLK_TeamB,150,NA,152,5433399,0,5,1901_07_TeamLK_TeamB150
1901_07_TeamLK_TeamB,150,NA,152,5433399,3,2,1901_07_TeamLK_TeamB150
1901_07_TeamLK_TeamB,170,NA,172,6189798,1,6,1901_07_TeamLK_TeamB170
1901_07_TeamLK_TeamB,170,NA,172,6190448,3,2,1901_07_TeamLK_TeamB170
1901_07_TeamLK_TeamB,170,NA,172,6190448,0,5,1901_07_TeamLK_TeamB170
1901_07_TeamLK_TeamB,174,NA,176,6328048,1,6,1901_07_TeamLK_TeamB174
1901_07_TeamLK_TeamB,174,NA,176,6328648,3,2,1901_07_TeamLK_TeamB174
1901_07_TeamLK_TeamB,174,NA,176,6328648,0,5,1901_07_TeamLK_TeamB174
1901_07_TeamLK_TeamB,177,NA,179,6400698,1,6,1901_07_TeamLK_TeamB177
1901_07_TeamLK_TeamB,177,NA,179,6401248,3,2,1901_07_TeamLK_TeamB177
1901_07_TeamLK_TeamB,177,NA,179,6401248,0,5,1901_07_TeamLK_TeamB177
1901_07_TeamLK_TeamB,188,NA,190,6820598,1,6,1901_07_TeamLK_TeamB188
1901_07_TeamLK_TeamB,188,NA,190,6821098,0,5,1901_07_TeamLK_TeamB188
1901_07_TeamLK_TeamB,188,NA,190,6821098,3,2,1901_07_TeamLK_TeamB188
1901_07_TeamLK_TeamB,191,NA,193,6961698,1,6,1901_07_TeamLK_TeamB191
1901_07_TeamLK_TeamB,191,NA,193,6962298,3,2,1901_07_TeamLK_TeamB191
1901_07_TeamLK_TeamB,191,NA,193,6962298,0,5,1901_07_TeamLK_TeamB191
1901_08_TeamLK_TeamB,12,NA,12,328593,1,6,1901_08_TeamLK_TeamB12
1901_08_TeamLK_TeamB,12,NA,12,330243,3,2,1901_08_TeamLK_TeamB12
1901_08_TeamLK_TeamB,12,NA,12,330643,0,5,1901_08_TeamLK_TeamB12
1901_08_TeamLK_TeamB,76,NA,76,2493241,1,6,1901_08_TeamLK_TeamB76
1901_08_TeamLK_TeamB,76,NA,76,2493691,3,2,1901_08_TeamLK_TeamB76
1901_08_TeamLK_TeamB,76,NA,76,2494691,0,5,1901_08_TeamLK_TeamB76
1901_08_TeamLK_TeamB,77,NA,77,2512991,1,6,1901_08_TeamLK_TeamB77
1901_08_TeamLK_TeamB,77,NA,77,2513491,3,2,1901_08_TeamLK_TeamB77
1901_08_TeamLK_TeamB,77,NA,77,2514491,0,5,1901_08_TeamLK_TeamB77
1901_08_TeamLK_TeamB,129,NA,129,4263089,1,6,1901_08_TeamLK_TeamB129
1901_08_TeamLK_TeamB,129,NA,129,4263639,3,2,1901_08_TeamLK_TeamB129
1901_08_TeamLK_TeamB,129,NA,129,4264639,0,5,1901_08_TeamLK_TeamB129
1901_09_TeamLK_TeamB,49,NA,49,1894114,1,6,1901_09_TeamLK_TeamB49
1901_09_TeamLK_TeamB,49,NA,49,1894664,3,2,1901_09_TeamLK_TeamB49
1901_09_TeamLK_TeamB,49,NA,49,1895664,0,5,1901_09_TeamLK_TeamB49
1901_09_TeamLK_TeamB,61,NA,62,2360333,1,6,1901_09_TeamLK_TeamB61
1901_09_TeamLK_TeamB,61,NA,62,2360933,3,2,1901_09_TeamLK_TeamB61
1901_09_TeamLK_TeamB,61,NA,62,2361933,0,5,1901_09_TeamLK_TeamB61
1901_09_TeamLK_TeamB,62,NA,63,2383283,1,6,1901_09_TeamLK_TeamB62
1901_09_TeamLK_TeamB,62,NA,63,2383833,3,2,1901_09_TeamLK_TeamB62
1901_09_TeamLK_TeamB,62,NA,63,2384833,0,5,1901_09_TeamLK_TeamB62
1901_09_TeamLK_TeamB,161,NA,162,6105930,1,6,1901_09_TeamLK_TeamB161
1901_09_TeamLK_TeamB,161,NA,162,6106730,3,2,1901_09_TeamLK_TeamB161
1901_09_TeamLK_TeamB,161,NA,162,6107730,0,5,1901_09_TeamLK_TeamB161
1901_09_TeamLK_TeamB,254,NA,255,9496826,1,6,1901_09_TeamLK_TeamB254
1901_09_TeamLK_TeamB,254,NA,255,9497326,3,2,1901_09_TeamLK_TeamB254
1901_09_TeamLK_TeamB,254,NA,255,9498326,0,5,1901_09_TeamLK_TeamB254
1901_10_TeamLJ_TeamB,50,NA,53,1864065,1,6,1901_10_TeamLJ_TeamB50
1901_10_TeamLJ_TeamB,50,NA,53,1870115,3,2,1901_10_TeamLJ_TeamB50
1901_10_TeamLJ_TeamB,50,NA,53,1870415,0,5,1901_10_TeamLJ_TeamB50
1901_10_TeamLJ_TeamB,148,NA,152,5772011,1,6,1901_10_TeamLJ_TeamB148
1901_10_TeamLJ_TeamB,148,NA,152,5772661,3,2,1901_10_TeamLJ_TeamB148
1901_10_TeamLJ_TeamB,148,NA,152,5773011,0,5,1901_10_TeamLJ_TeamB148
1901_11_TeamLJ_TeamB,113,NA,113,4046442,1,6,1901_11_TeamLJ_TeamB113
1901_11_TeamLJ_TeamB,113,NA,113,4050592,3,2,1901_11_TeamLJ_TeamB113
1901_11_TeamLJ_TeamB,113,NA,113,4050892,0,5,1901_11_TeamLJ_TeamB113
1901_12_TeamLJ_TeamB,13,NA,13,255813,1,6,1901_12_TeamLJ_TeamB13
1901_12_TeamLJ_TeamB,13,NA,13,256513,3,2,1901_12_TeamLJ_TeamB13
1901_12_TeamLJ_TeamB,13,NA,13,256713,0,5,1901_12_TeamLJ_TeamB13
1901_12_TeamLJ_TeamB,166,NA,166,5825491,1,6,1901_12_TeamLJ_TeamB166
1901_12_TeamLJ_TeamB,166,NA,166,5826141,3,2,1901_12_TeamLJ_TeamB166
1901_12_TeamLJ_TeamB,166,NA,166,5826141,0,5,1901_12_TeamLJ_TeamB166
1901_12_TeamLJ_TeamB,186,NA,186,6448341,1,6,1901_12_TeamLJ_TeamB186
1901_12_TeamLJ_TeamB,186,NA,186,6449041,3,2,1901_12_TeamLJ_TeamB186
1901_12_TeamLJ_TeamB,186,NA,186,6449041,0,5,1901_12_TeamLJ_TeamB186
1901_14_TeamLL_TeamB,6,NA,6,186752,1,6,1901_14_TeamLL_TeamB6
1901_14_TeamLL_TeamB,6,NA,6,187302,3,2,1901_14_TeamLL_TeamB6
1901_14_TeamLL_TeamB,6,NA,6,188302,0,5,1901_14_TeamLL_TeamB6
1901_14_TeamLL_TeamB,27,NA,27,919801,1,6,1901_14_TeamLL_TeamB27
1901_14_TeamLL_TeamB,27,NA,27,920451,3,2,1901_14_TeamLL_TeamB27
1901_14_TeamLL_TeamB,27,NA,27,921451,0,5,1901_14_TeamLL_TeamB27
1901_14_TeamLL_TeamB,32,NA,32,1059701,1,6,1901_14_TeamLL_TeamB32
1901_14_TeamLL_TeamB,32,NA,32,1060251,3,2,1901_14_TeamLL_TeamB32
1901_14_TeamLL_TeamB,32,NA,32,1061251,0,5,1901_14_TeamLL_TeamB32
1901_14_TeamLL_TeamB,52,NA,52,1803600,1,6,1901_14_TeamLL_TeamB52
1901_14_TeamLL_TeamB,52,NA,52,1804250,3,2,1901_14_TeamLL_TeamB52
1901_14_TeamLL_TeamB,52,NA,52,1805250,0,5,1901_14_TeamLL_TeamB52
1901_14_TeamLL_TeamB,130,NA,130,4604348,1,6,1901_14_TeamLL_TeamB130
1901_14_TeamLL_TeamB,130,NA,130,4604898,3,2,1901_14_TeamLL_TeamB130
1901_14_TeamLL_TeamB,130,NA,130,4605898,0,5,1901_14_TeamLL_TeamB130
1901_14_TeamLL_TeamB,163,NA,163,5981696,1,6,1901_14_TeamLL_TeamB163
1901_14_TeamLL_TeamB,163,NA,163,5982346,4,2,1901_14_TeamLL_TeamB163
1901_14_TeamLL_TeamB,163,NA,163,5982846,0,5,1901_14_TeamLL_TeamB163
1901_14_TeamLL_TeamB,175,NA,175,6590796,1,6,1901_14_TeamLL_TeamB175
1901_14_TeamLL_TeamB,175,NA,175,6591446,3,2,1901_14_TeamLL_TeamB175
1901_14_TeamLL_TeamB,175,NA,175,6593446,0,5,1901_14_TeamLL_TeamB175
1901_16_TeamLH_TeamA3,85,NA,87,2945074,1,6,1901_16_TeamLH_TeamA385
1901_16_TeamLH_TeamA3,85,NA,87,2945574,3,2,1901_16_TeamLH_TeamA385
1901_16_TeamLH_TeamA3,85,NA,87,2945774,0,5,1901_16_TeamLH_TeamA385
1901_16_TeamLH_TeamA3,86,NA,88,2963374,1,6,1901_16_TeamLH_TeamA386
1901_16_TeamLH_TeamA3,86,NA,88,2963874,3,2,1901_16_TeamLH_TeamA386
1901_16_TeamLH_TeamA3,86,NA,88,2963874,0,5,1901_16_TeamLH_TeamA386
1901_16_TeamLH_TeamA3,132,NA,134,4601573,1,6,1901_16_TeamLH_TeamA3132
1901_16_TeamLH_TeamA3,132,NA,134,4602123,0,5,1901_16_TeamLH_TeamA3132
1901_16_TeamLH_TeamA3,132,NA,134,4602123,3,2,1901_16_TeamLH_TeamA3132
1901_16_TeamLH_TeamA3,178,NA,180,6289271,1,6,1901_16_TeamLH_TeamA3178
1901_16_TeamLH_TeamA3,178,NA,180,6289871,3,2,1901_16_TeamLH_TeamA3178
1901_16_TeamLH_TeamA3,178,NA,180,6289871,0,5,1901_16_TeamLH_TeamA3178
1901_16_TeamLH_TeamA3,182,NA,184,6415421,1,6,1901_16_TeamLH_TeamA3182
1901_16_TeamLH_TeamA3,182,NA,184,6415971,0,5,1901_16_TeamLH_TeamA3182
1901_16_TeamLH_TeamA3,182,NA,184,6415971,3,2,1901_16_TeamLH_TeamA3182
1901_17_TeamLH_TeamA3,4,NA,8,157894,1,6,1901_17_TeamLH_TeamA34
1901_17_TeamLH_TeamA3,4,NA,8,158594,3,2,1901_17_TeamLH_TeamA34
1901_17_TeamLH_TeamA3,4,NA,8,159244,0,5,1901_17_TeamLH_TeamA34
1901_17_TeamLH_TeamA3,5,NA,9,166994,1,6,1901_17_TeamLH_TeamA35
1901_17_TeamLH_TeamA3,5,NA,9,167644,3,2,1901_17_TeamLH_TeamA35
1901_17_TeamLH_TeamA3,5,NA,9,168594,0,5,1901_17_TeamLH_TeamA35
1901_17_TeamLH_TeamA3,7,NA,11,200294,1,6,1901_17_TeamLH_TeamA37
1901_17_TeamLH_TeamA3,7,NA,11,200844,3,2,1901_17_TeamLH_TeamA37
1901_17_TeamLH_TeamA3,7,NA,11,201194,0,5,1901_17_TeamLH_TeamA37
1901_17_TeamLH_TeamA3,9,NA,13,244694,1,6,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,9,NA,13,245294,3,2,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,9,NA,13,246744,3,3,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,9,NA,13,247494,6,2,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,9,NA,13,248494,6,3,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,9,NA,13,249144,3,2,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,9,NA,13,250444,0,5,1901_17_TeamLH_TeamA39
1901_17_TeamLH_TeamA3,104,NA,109,3201787,1,6,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3203037,255,16,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3203787,255,10,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3208487,4,2,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3209987,4,3,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3211987,255,16,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3212537,6,2,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,104,NA,109,3213187,0,5,1901_17_TeamLH_TeamA3104
1901_17_TeamLH_TeamA3,244,NA,249,8380432,1,6,1901_17_TeamLH_TeamA3244
1901_17_TeamLH_TeamA3,244,NA,249,8381082,3,2,1901_17_TeamLH_TeamA3244
1901_17_TeamLH_TeamA3,244,NA,249,8382082,0,5,1901_17_TeamLH_TeamA3244
1901_17_TeamLH_TeamA3,245,NA,250,8403432,1,6,1901_17_TeamLH_TeamA3245
1901_17_TeamLH_TeamA3,245,NA,250,8404032,3,2,1901_17_TeamLH_TeamA3245
1901_17_TeamLH_TeamA3,245,NA,250,8404682,0,5,1901_17_TeamLH_TeamA3245
1901_17_TeamLH_TeamA3,284,NA,290,9914281,1,6,1901_17_TeamLH_TeamA3284
1901_17_TeamLH_TeamA3,284,NA,290,9914781,3,2,1901_17_TeamLH_TeamA3284
1901_17_TeamLH_TeamA3,284,NA,290,9915281,0,5,1901_17_TeamLH_TeamA3284
1901_18_TeamLH_TeamA3,11,NA,11,291853,1,6,1901_18_TeamLH_TeamA311
1901_18_TeamLH_TeamA3,11,NA,11,292453,3,2,1901_18_TeamLH_TeamA311
1901_18_TeamLH_TeamA3,11,NA,11,292853,0,5,1901_18_TeamLH_TeamA311
1901_18_TeamLH_TeamA3,16,NA,16,416503,1,6,1901_18_TeamLH_TeamA316
1901_18_TeamLH_TeamA3,16,NA,16,417053,3,2,1901_18_TeamLH_TeamA316
1901_18_TeamLH_TeamA3,16,NA,16,417553,0,5,1901_18_TeamLH_TeamA316
1901_18_TeamLH_TeamA3,133,NA,138,4402749,1,6,1901_18_TeamLH_TeamA3133
1901_18_TeamLH_TeamA3,133,NA,138,4403349,3,2,1901_18_TeamLH_TeamA3133
1901_18_TeamLH_TeamA3,133,NA,138,4404049,0,5,1901_18_TeamLH_TeamA3133
1901_18_TeamLH_TeamA3,272,NA,278,9480494,1,6,1901_18_TeamLH_TeamA3272
1901_18_TeamLH_TeamA3,272,NA,278,9481144,3,2,1901_18_TeamLH_TeamA3272
1901_18_TeamLH_TeamA3,272,NA,278,9481544,0,5,1901_18_TeamLH_TeamA3272
1902_01_TeamMG_TeamA3,43,NA,43,1276493,1,6,1902_01_TeamMG_TeamA343
1902_01_TeamMG_TeamA3,43,NA,43,1277143,0,5,1902_01_TeamMG_TeamA343
1902_01_TeamMG_TeamA3,43,NA,43,1277143,3,2,1902_01_TeamMG_TeamA343
1902_01_TeamMG_TeamA3,45,NA,45,1325993,1,6,1902_01_TeamMG_TeamA345
1902_01_TeamMG_TeamA3,45,NA,45,1326693,0,5,1902_01_TeamMG_TeamA345
1902_01_TeamMG_TeamA3,45,NA,45,1326693,3,2,1902_01_TeamMG_TeamA345
1902_01_TeamMG_TeamA3,71,NA,71,2130043,1,6,1902_01_TeamMG_TeamA371
1902_01_TeamMG_TeamA3,71,NA,71,2130743,3,2,1902_01_TeamMG_TeamA371
1902_01_TeamMG_TeamA3,71,NA,71,2130743,0,5,1902_01_TeamMG_TeamA371
1902_02_TeamMG_TeamA3,22,NA,22,699469,1,6,1902_02_TeamMG_TeamA322
1902_02_TeamMG_TeamA3,22,NA,22,700069,3,2,1902_02_TeamMG_TeamA322
1902_02_TeamMG_TeamA3,22,NA,22,700069,0,5,1902_02_TeamMG_TeamA322
1902_02_TeamMG_TeamA3,26,NA,26,810719,1,6,1902_02_TeamMG_TeamA326
1902_02_TeamMG_TeamA3,26,NA,26,811319,0,5,1902_02_TeamMG_TeamA326
1902_02_TeamMG_TeamA3,26,NA,26,811319,3,2,1902_02_TeamMG_TeamA326
1902_02_TeamMG_TeamA3,27,NA,27,837319,1,6,1902_02_TeamMG_TeamA327
1902_02_TeamMG_TeamA3,27,NA,27,837919,3,2,1902_02_TeamMG_TeamA327
1902_02_TeamMG_TeamA3,27,NA,27,837919,0,5,1902_02_TeamMG_TeamA327
1902_02_TeamMG_TeamA3,87,NA,87,2890669,1,6,1902_02_TeamMG_TeamA387
1902_02_TeamMG_TeamA3,87,NA,87,2891319,3,2,1902_02_TeamMG_TeamA387
1902_02_TeamMG_TeamA3,87,NA,87,2891319,0,5,1902_02_TeamMG_TeamA387
1902_03_TeamMG_TeamA3,26,NA,26,865196,1,6,1902_03_TeamMG_TeamA326
1902_03_TeamMG_TeamA3,26,NA,26,865746,3,2,1902_03_TeamMG_TeamA326
1902_03_TeamMG_TeamA3,26,NA,26,865746,0,5,1902_03_TeamMG_TeamA326
1902_03_TeamMG_TeamA3,130,NA,130,4233296,1,6,1902_03_TeamMG_TeamA3130
1902_03_TeamMG_TeamA3,130,NA,130,4233846,3,2,1902_03_TeamMG_TeamA3130
1902_03_TeamMG_TeamA3,130,NA,130,4233846,0,5,1902_03_TeamMG_TeamA3130
1902_04_TeamML_TeamB,44,NA,44,1218384,1,6,1902_04_TeamML_TeamB44
1902_04_TeamML_TeamB,44,NA,44,1219084,3,2,1902_04_TeamML_TeamB44
1902_04_TeamML_TeamB,44,NA,44,1219134,0,5,1902_04_TeamML_TeamB44
1902_04_TeamML_TeamB,45,NA,45,1237184,1,6,1902_04_TeamML_TeamB45
1902_04_TeamML_TeamB,45,NA,45,1237834,3,2,1902_04_TeamML_TeamB45
1902_04_TeamML_TeamB,45,NA,45,1237884,0,5,1902_04_TeamML_TeamB45
1902_04_TeamML_TeamB,46,NA,46,1258434,1,6,1902_04_TeamML_TeamB46
1902_04_TeamML_TeamB,46,NA,46,1259034,3,2,1902_04_TeamML_TeamB46
1902_04_TeamML_TeamB,46,NA,46,1259084,0,5,1902_04_TeamML_TeamB46
1902_04_TeamML_TeamB,80,22,80,2315834,1,6,1902_04_TeamML_TeamB80
1902_04_TeamML_TeamB,80,22,80,2316534,3,2,1902_04_TeamML_TeamB80
